pincode,state,district,latitude,longitude,School_Dropout_Risk_Index,Migrant_Hunger_Score,Village_Hollow_Out_Rate,Electoral_Discrepancy_Index,Skill_Gap_Migration_Flow,Governance_Risk_Score,Risk_Score,children_enrolled,adult_migration_volume,labor_activity,Primary_Sector_Concern
474020,Madhya Pradesh,Gwalior,26.25469,78.283207,38.024982654943955,27.516970782784433,39.40254481889508,28.64310265225648,34.60451220432886,33.1007,50,278.0,2030.0,1188.0,Rural_Hollowing
475001,Madhya Pradesh,Gwalior,26.132393,78.2647,35.99985096832413,28.062361149787428,38.3525718004774,29.212342781611678,37.190323136719776,33.3070297029703,50,691.0,1685.0,1814.0,Rural_Hollowing
475002,Madhya Pradesh,Gwalior,26.167406,78.45317,38.05615477884678,28.162985719512406,37.87840295482395,28.29152041604479,34.06815024420273,32.8123,50,394.0,1822.0,1084.0,Education
475005,Madhya Pradesh,Gwalior,26.024777,78.230526,37.179894179894184,21.571488974822824,32.06610411960223,28.602157172475074,27.382497854877958,29.187708333333333,30,168.0,584.0,753.0,Education
475110,Madhya Pradesh,Gwalior,25.847232,78.37569,30.831962744619123,36.64382830983455,40.06452840595045,38.40578947341714,48.585449021162134,38.82349514563107,100,5022.0,9122.0,12534.0,Labor
475115,Madhya Pradesh,Gwalior,78.381378,26.022525,35.03755719230794,24.316447305462855,31.99216425249827,29.44563547753166,31.484494206324097,30.327934782608697,30,285.0,961.0,1761.0,Education
475220,Madhya Pradesh,Gwalior,26.23578,78.389911,36.04915050908386,32.94591536765119,40.02297649821342,31.503670841075163,43.30046605820669,36.33882352941176,50,1872.0,3661.0,4305.0,Labor
475330,Madhya Pradesh,Gwalior,22.727621,75.884972,33.09312692071643,30.159896666732642,37.78024492450747,28.435878547292155,41.606408838587264,33.74734693877551,50,1090.0,2463.0,3842.0,Labor
475335,Madhya Pradesh,Datia,25.892683,78.764623,37.39153633111569,32.72674344497523,40.47849928164399,33.10480609716225,42.634777680834155,36.89835051546392,50,735.0,3206.0,1959.0,Labor
475336,Madhya Pradesh,Datia,25.550951,78.761789,36.88500496953551,30.45666508655985,40.147664006860516,30.327444471223185,38.76762348425894,34.82625,50,559.0,1848.0,1355.0,Rural_Hollowing
475661,Madhya Pradesh,Datia,25.665325,78.460938,34.33337826726531,35.99154371986725,41.34549260517713,31.799818357592816,48.96990497255275,38.01102040816326,80,2855.0,16520.0,8783.0,Labor
475671,Madhya Pradesh,Datia,25.671947,78.628525,37.101045683042116,28.55241874765026,40.47293045089704,26.9168657180365,35.37304757927548,33.00545454545455,30,276.0,1433.0,1178.0,Rural_Hollowing
475673,Madhya Pradesh,Datia,25.675304,78.46809,37.390660386954465,28.58074791077454,37.975730488463526,26.64501228272927,35.533318050094955,32.658899999999996,50,461.0,2117.0,1396.0,Rural_Hollowing
475675,Madhya Pradesh,Datia,26.178647,78.144908,37.78766512669461,31.53690161620972,36.89844558141156,27.33188732991469,42.06953883142753,34.6466,50,1067.0,3143.0,2862.0,Labor
475682,Madhya Pradesh,Datia,26.21966,78.747567,34.676719770484574,28.68878851408629,38.5969004594152,27.879355717072702,37.83843933167076,33.00030303030303,50,501.0,1184.0,1767.0,Rural_Hollowing
475685,Madhya Pradesh,Datia,25.753916,78.344107,33.78583454940755,23.27255901993199,35.86283130346935,26.251752116100306,31.023063494685765,29.55925531914894,30,191.0,904.0,1141.0,Rural_Hollowing
475686,Madhya Pradesh,Datia,25.67,78.25,35.92439064174199,29.67767892834397,42.40558099535599,26.8348766597171,37.58125354495634,33.70677083333333,50,278.0,1942.0,1406.0,Rural_Hollowing
476001,Madhya Pradesh,Morena,26.5707898,77.862333,31.127367041116177,39.2619865499759,41.90737463195368,49.28145511141568,52.81308467823896,43.2477,70,9866.0,29392.0,15847.0,Labor
476111,Madhya Pradesh,Morena,26.736716,78.277968,35.273882850998305,36.721890699694676,41.94044397093302,35.1529172955857,48.67656576567508,39.213737373737374,80,3880.0,11160.0,8968.0,Labor
476115,Madhya Pradesh,Morena,26.6258047,78.322034,31.908805351543755,36.17783400259106,43.03946864558836,34.207467220277394,47.92236748584319,38.210204081632654,80,3282.0,13090.0,9407.0,Labor
476134,Madhya Pradesh,Morena,26.6360033,78.1782066,36.68041237113402,25.210848130672844,39.58066233639418,26.30068238582205,32.3835974390041,31.367319587628867,30,179.0,1058.0,1232.0,Rural_Hollowing
476219,Madhya Pradesh,Morena,26.497877,77.866097,33.125127700038256,30.768045569257,39.52992211523046,28.534707238008185,40.98684636049976,34.03969696969697,50,615.0,2779.0,2494.0,Labor
476221,Madhya Pradesh,Morena,26.3739366,77.8335966,33.0888012954488,35.385662599524956,40.462653185669566,35.27621288321825,48.12712293763393,38.2089,50,4061.0,10220.0,7595.0,Labor
476224,Madhya Pradesh,Morena,26.3890133,77.6865916,30.03824277550147,34.04122952526272,36.0849882180903,34.33348491127243,45.758256378563935,35.96415841584159,50,2821.0,5887.0,5393.0,Labor
476228,Madhya Pradesh,Morena,26.2037966,77.55739,34.20331013734691,28.377708769360247,37.12180601335213,28.019310350263122,36.48259137794717,32.38591836734694,50,473.0,2478.0,1438.0,Rural_Hollowing
476229,Madhya Pradesh,Morena,26.2003383,77.4899866,32.80670320050393,36.24631924642697,39.92901383912238,30.34506004889862,47.2981652273902,36.8463,50,1922.0,15381.0,8818.0,Labor
476332,Madhya Pradesh,Sheopur,26.0856033,77.422292,32.79635759362608,32.064314783734275,39.881843881193454,29.734233937758475,44.238678944175106,35.23585858585859,80,1014.0,7668.0,6553.0,Labor
476335,Madhya Pradesh,Morena,26.0815733,77.036768,32.95662090126272,32.141774429601874,40.025071338038664,30.33506769660316,41.25808980287086,34.85910891089109,50,1542.0,3172.0,2982.0,Labor
476337,Madhya Pradesh,Sheopur,25.7341683,76.6101983,30.818001597034694,38.208890691558224,43.9485509380937,45.3885760411714,50.94392724074926,41.934950495049506,100,5254.0,14687.0,10995.0,Labor
476339,Madhya Pradesh,Sheopur,25.5216772,76.7760297,36.3109913197085,35.75628670867993,46.70100583083925,28.147520744768723,45.8384682097161,37.623366336633666,50,721.0,7535.0,5678.0,Rural_Hollowing
476355,Madhya Pradesh,Sheopur,25.757324,76.94177399999998,34.67396639755947,29.003897846127206,38.26860569362297,29.480578434804215,39.040044653911075,33.654242424242426,50,602.0,1674.0,3755.0,Labor
476444,Madhya Pradesh,Morena,26.34164,78.104232,31.07433262609588,33.08718908434141,41.48903892725024,30.285194374916518,44.18074474572137,35.4634,50,1426.0,3558.0,2709.0,Labor
476554,Madhya Pradesh,Morena,26.57394,78.2250216,37.28434514427526,29.808310016857092,40.62247605769097,29.67049163059204,37.35403800582274,34.40059405940594,50,395.0,2135.0,1816.0,Rural_Hollowing
477001,Madhya Pradesh,Bhind,26.559769,78.672494,34.67495381252446,34.758678280237355,41.44061651291238,41.23855323979373,47.82401140028634,39.977425742574255,70,3939.0,15870.0,7992.0,Labor
477105,Madhya Pradesh,Bhind,26.609014,78.832573,36.01329651567008,24.64597538097083,36.35170810351982,26.582022284676533,32.34857546533274,30.699591836734694,30,263.0,1072.0,956.0,Rural_Hollowing
477111,Madhya Pradesh,Bhind,26.768098,78.750455,36.86662337662337,28.813417502453646,40.47002212633499,29.940262670375688,37.879669498760116,34.2676,50,610.0,2939.0,1989.0,Rural_Hollowing
477116,Madhya Pradesh,Bhind,26.315548,78.440666,33.11283023573896,32.50502580623978,39.553223149873425,33.070809074254335,43.66795964970433,36.058173076923076,50,2049.0,3936.0,3865.0,Labor
477117,Madhya Pradesh,Bhind,26.439462,78.337577,31.70084024771525,27.862791043335093,41.37951334645815,27.19639052061737,36.81496813047956,32.281875,30,205.0,1303.0,1305.0,Rural_Hollowing
477222,Madhya Pradesh,Bhind,26.3179113,78.639035,31.654222370242447,30.787872377201296,43.66414454267661,26.617848822356553,39.09588237150103,33.51123711340206,50,617.0,2528.0,1346.0,Rural_Hollowing
477227,Madhya Pradesh,Bhind,26.33772,78.808531,35.77536838877045,25.263448691982582,38.91641080516163,29.4839704560712,31.973287226674028,31.810721649484535,30,382.0,1118.0,726.0,Rural_Hollowing
477331,Madhya Pradesh,Bhind,26.5377318,79.007306,30.843991534781008,27.71413252113687,38.12446980006637,30.60256998445543,35.09606653492584,32.1,50,422.0,2131.0,1211.0,Rural_Hollowing
477332,Madhya Pradesh,Bhind,26.5166,78.8955,34.54761904761905,24.57848827524317,38.304330361250095,26.81041744162838,29.373102886082233,30.148421052631576,50,131.0,982.0,590.0,Rural_Hollowing
477333,Madhya Pradesh,Bhind,26.424897,79.081193,34.775756788188566,22.77090720727479,35.01410075639772,28.35663063521207,30.116561936225843,29.874845360824743,30,202.0,830.0,690.0,Rural_Hollowing
477335,Madhya Pradesh,Bhind,26.341917,78.869192,29.051122026618803,28.305043361998766,38.53214446011399,29.551200231301923,38.45630170322646,32.329897959183675,50,296.0,1562.0,1800.0,Rural_Hollowing
477441,Madhya Pradesh,Bhind,26.348552,79.043617,28.681540097960163,27.615109007605042,37.38068997296552,30.83566948507526,39.84566598163826,32.544158415841586,50,590.0,1134.0,2401.0,Labor
477445,Madhya Pradesh,Bhind,26.248115,78.933905,37.79716077563094,31.903052951671768,43.383149847261414,35.38587305625233,42.241223750309906,37.742886597938146,50,1275.0,2649.0,2230.0,Rural_Hollowing
477446,Madhya Pradesh,Bhind,26.133768,78.861258,29.265113137453564,23.02157595676598,35.91309133455026,28.640105375326623,29.354478695417352,28.875531914893617,30,231.0,744.0,633.0,Rural_Hollowing
477447,Madhya Pradesh,Bhind,26.08073,78.900968,33.14969839994027,28.886614057336825,38.74585494183852,31.159909713712718,38.23942266090956,33.65739583333333,50,684.0,1962.0,1313.0,Rural_Hollowing
477449,Madhya Pradesh,Bhind,26.027778,78.844264,35.875987671054084,24.106946543916184,37.437865450926566,26.75375948805632,29.252812688488017,30.151182795698926,30,181.0,725.0,470.0,Rural_Hollowing
477555,Madhya Pradesh,Bhind,26.590297,78.888743,32.54452088516619,28.766908062464793,38.118880326145664,32.037665294175724,36.958747393912645,33.3815,50,607.0,1885.0,1712.0,Rural_Hollowing
477557,Madhya Pradesh,Bhind,26.397259,78.608357,33.01787058180186,32.235940394288534,39.659184524250776,30.516149770611932,41.78876851362522,34.98647058823529,50,1616.0,3277.0,2811.0,Labor
477566,Madhya Pradesh,Bhind,26.687511,78.934184,38.38894438894439,22.456626582375016,36.79502485168221,27.412045249762233,25.367535680478134,29.615384615384617,50,74.0,463.0,359.0,Education
477660,Madhya Pradesh,Bhind,26.571492,78.550035,34.940930905317096,32.263939642282374,42.839754707525515,29.16470993047815,41.715758241180126,35.50147058823529,50,1028.0,3924.0,2386.0,Rural_Hollowing
480001,Madhya Pradesh,Chhindwara,22.010243,79.103521,35.07109577182245,38.86728971820342,44.35608925838973,43.917979621985474,51.73196397539699,42.76747572815534,50,1874.0,15875.0,19294.0,Labor
480105,Madhya Pradesh,Chhindwara,21.68852,78.685255,26.026509572901325,16.876222892066508,28.135958925494837,26.09449681881174,27.49480216427012,24.824123711340206,30,70.0,177.0,1215.0,Rural_Hollowing
480106,Madhya Pradesh,Chhindwara,21.660551,78.835433,29.41056605660566,29.157918328230938,40.75990784689963,30.676962581648397,42.03591756038426,33.90396039603961,50,383.0,1616.0,4941.0,Labor
480107,Madhya Pradesh,Chhindwara,21.888696,78.829062,32.92730358789092,29.072813493918645,37.523322425030834,26.424178949395934,40.54684913875709,32.744166666666665,50,465.0,3465.0,4005.0,Labor
480108,Madhya Pradesh,Chhindwara,21.635831,78.882701,33.49543497739374,23.65360006312744,36.37897489876051,27.228517437368442,34.072506719114806,30.508556701030926,50,200.0,853.0,2245.0,Rural_Hollowing
480109,Madhya Pradesh,Chhindwara,21.54248,78.73001,25.43302341597796,18.068775265650647,29.399526852268835,26.263194100911083,28.511389175887732,25.37818181818182,30,102.0,295.0,1345.0,Rural_Hollowing
480110,Madhya Pradesh,Chhindwara,21.880696,79.113925,30.533300770200157,26.42880418941092,36.526964362477486,26.835581326297522,37.13541741447715,31.007340425531915,50,301.0,1382.0,2621.0,Labor
480111,Madhya Pradesh,Chhindwara,23.389756,79.016474,39.91710167785612,28.650619852203786,38.39147663866769,30.486844015604284,39.002093856129,34.89431578947369,50,461.0,1886.0,3908.0,Education
480112,Madhya Pradesh,Chhindwara,21.83898291,78.69389732,72.14285714285714,15.384463737118896,26.13711358766036,25.873583711300693,16.741832669487973,31.242142857142856,30,2.0,15.0,5.0,Education
480115,Madhya Pradesh,Chhindwara,25.717531,81.521241,35.7880912574411,32.62361855592271,40.9410004255371,28.60980747435362,43.80421302225513,35.73696078431372,50,567.0,6385.0,5412.0,Labor
480221,Madhya Pradesh,Chhindwara,22.023793,79.175311,34.75595417504981,32.66828213080959,39.808009352618555,27.41530931243224,43.573998074805885,35.025346534653465,50,653.0,3595.0,8003.0,Labor
480223,Madhya Pradesh,Chhindwara,22.108636,78.993155,34.664148579499724,29.176861673269315,37.70872231189788,26.9096488120582,39.58943391854978,33.0698947368421,50,433.0,1877.0,2673.0,Labor
480224,Madhya Pradesh,Chhindwara,22.613028,79.218829,32.72969994774558,31.277713326420507,39.07198531500664,28.52664493579049,42.87426762589724,34.36857142857143,50,638.0,7283.0,8088.0,Labor
480331,Madhya Pradesh,Chhindwara,22.00908218,78.77630999999998,32.162037829087936,29.48884332690585,35.86627572643264,29.392825861889648,41.13380408183043,33.28585858585859,50,864.0,1617.0,3802.0,Labor
480334,Madhya Pradesh,Chhindwara,21.795029,78.526331,28.25486659310189,32.83186554762635,44.30532406466388,28.226635757023175,45.542579893468144,35.028585858585856,50,422.0,5008.0,8335.0,Labor
480337,Madhya Pradesh,Chhindwara,21.167099,77.315212,30.55269186712486,20.97381214114754,33.77748188453846,27.283910956783632,29.751070379490862,28.142886597938144,50,109.0,496.0,1516.0,Rural_Hollowing
480338,Madhya Pradesh,Chhindwara,21.485102,78.970538,30.16592261904762,19.648000203018317,32.21408898735721,26.791661766641695,29.960836489917323,27.48510416666667,50,142.0,358.0,1567.0,Rural_Hollowing
480441,Madhya Pradesh,Chhindwara,22.211681,78.812779,33.37388510020088,35.480020075954165,40.838333161283074,33.1731772084883,47.87599895323911,37.76591836734694,50,1053.0,5473.0,7069.0,Labor
480447,Madhya Pradesh,Chhindwara,22.18656,78.705103,38.60203092787363,21.776990732309326,35.67180803197249,26.467484192841624,29.08478603542393,29.860674157303368,30,123.0,413.0,823.0,Education
480449,Madhya Pradesh,Chhindwara,22.207979,78.708691,39.01196072416819,24.508819155100344,38.084412782880726,25.735334863374426,32.44467638806643,31.339139784946237,30,256.0,688.0,912.0,Education
480551,Madhya Pradesh,Chhindwara,22.060408,78.436826,31.19288129440219,32.74664373696956,40.69141184601,28.39621282514388,43.32119177318474,34.655300000000004,50,731.0,6587.0,5912.0,Labor
480555,Madhya Pradesh,Chhindwara,22.25379038,78.30279901,37.26272298393041,25.615288628090816,35.130827923502,27.602907019571372,32.18797875822937,31.184105263157893,30,284.0,1093.0,1834.0,Education
480557,Madhya Pradesh,Chhindwara,22.62307209,79.05579264,38.460433134117345,25.85922726854536,38.661810263697376,25.757785862681015,34.18756120350879,31.940105263157893,50,233.0,1905.0,1696.0,Rural_Hollowing
480559,Madhya Pradesh,Chhindwara,30.706238,78.100847,31.012539261743484,34.740326591098544,44.07030543107318,35.991881652097284,45.51314073317755,37.86216494845361,50,532.0,5764.0,5735.0,Labor
480661,Madhya Pradesh,Seoni,22.0984167,79.5494444,32.39946994176276,39.263639987665236,47.43341471603387,38.40540832233323,51.52320910573923,41.35366336633663,50,1375.0,14297.0,9400.0,Labor
480667,Madhya Pradesh,Seoni,22.03375,79.7445,32.86089962704819,34.10731642031695,43.7145711586136,26.867573336637122,45.682762271627674,35.80434343434344,80,576.0,4702.0,4721.0,Labor
480771,Madhya Pradesh,Seoni,21.8128,80.1838,33.76766549422799,30.529939364308266,42.2169757675012,26.892445601253637,39.60454157907116,33.83677083333333,50,311.0,3601.0,2501.0,Rural_Hollowing
480880,Madhya Pradesh,Seoni,22.9734,78.6568,34.83722527472528,25.375352801797984,40.47422054516347,26.99411113788985,29.951204129716846,30.85291666666667,50,107.0,1416.0,995.0,Rural_Hollowing
480881,Madhya Pradesh,Seoni,22.0984167,79.5494444,40.76397715759418,25.733630194273594,42.76347433502067,27.210969729537776,31.385266390224427,32.79414893617022,50,96.0,962.0,1226.0,Rural_Hollowing
480882,Madhya Pradesh,Seoni,22.2233,79.5364,34.584161854601014,27.636558288915918,37.184295900051254,26.403775169327204,37.087020641726575,32.040412371134025,50,445.0,1889.0,2244.0,Rural_Hollowing
480884,Madhya Pradesh,Seoni,24.933,77.85,31.39805712031581,31.206823427152976,39.956964616723226,26.143089500207783,43.01663154165121,33.65381443298969,50,588.0,2891.0,4008.0,Labor
480886,Madhya Pradesh,Seoni,22.9734,78.6568,31.976309029992414,29.718128419091872,37.55449578629383,27.273295111012096,38.73251138741606,32.53707070707071,80,502.0,2453.0,3311.0,Labor
480887,Madhya Pradesh,Seoni,22.6163,79.47,36.31885897700917,29.630778562782602,40.09447680740773,26.179706160280286,39.72825870401473,33.69479591836735,50,439.0,4302.0,3541.0,Rural_Hollowing
480888,Madhya Pradesh,Seoni,22.7513,79.72032,34.37845284781613,32.419432095574926,41.77032167393565,29.445012282729266,40.53087883823191,35.092708333333334,50,547.0,6526.0,2225.0,Rural_Hollowing
480990,Madhya Pradesh,Seoni,22.2127,79.7385,33.07628145795526,30.891952077264488,38.6177201797349,27.576325414042397,40.98374733026548,33.67727272727273,50,633.0,2422.0,2464.0,Labor
480991,Madhya Pradesh,Seoni,22.088,79.5518,34.83819978207733,26.683905470570103,40.39416591989743,26.58786942558641,34.28812330539877,31.86826530612245,50,200.0,2519.0,1771.0,Rural_Hollowing
480994,Madhya Pradesh,Seoni,22.3706,79.91,37.52906332305179,30.21221530373429,42.02591823579072,26.84419650968296,38.931108804465616,34.349489795918366,50,340.0,3949.0,2538.0,Rural_Hollowing
480996,Madhya Pradesh,Seoni,22.0882,79.5518,32.51497588218364,28.86221299162374,39.62620092957709,25.486678949395934,37.54124520402494,32.09947916666667,50,359.0,2870.0,1535.0,Rural_Hollowing
480997,Madhya Pradesh,Seoni,22.6567,80.0666,33.897609796086485,34.658170005033696,45.21462392416496,32.52582036353735,44.28896513056438,37.482727272727274,50,692.0,7204.0,4532.0,Rural_Hollowing
480999,Madhya Pradesh,Seoni,22.6032,79.8195,33.93472610121217,29.230126110022812,38.484103180427596,26.760801756413475,37.7052284661,32.636842105263156,50,386.0,2906.0,3120.0,Rural_Hollowing
481001,Madhya Pradesh,Balaghat,21.812876,80.18383,31.174257689267822,35.439612487553546,42.50241770502395,32.86229738872908,46.461809144275314,37.20653465346535,100,1194.0,6213.0,6109.0,Labor
481051,Madhya Pradesh,Balaghat,22.0253,80.7504,29.32385292129716,28.787918563614603,36.51634206846921,26.840047895947798,40.776049288310446,31.965102040816326,50,543.0,2967.0,5604.0,Labor
481102,Madhya Pradesh,Balaghat,21.4911,80.5829,24.694736842105264,22.827449278915,33.90794405420846,27.076591230097687,30.307808832622634,27.421368421052634,50,154.0,687.0,1618.0,Rural_Hollowing
481105,Madhya Pradesh,Balaghat,21.8128,80.1838,30.84387960747544,29.582363406537176,37.7085946655039,28.671816406440605,40.801858930649686,33.06979381443299,50,622.0,4585.0,4594.0,Labor
481111,Madhya Pradesh,Balaghat,22.1038056,80.5485833,26.164980289776818,24.225323227275364,33.42324379363099,27.281301501713408,36.640826006732674,29.24020618556701,50,413.0,1625.0,3730.0,Labor
481115,Madhya Pradesh,Balaghat,21.6267,80.33105,31.455134878771005,31.726881206960233,40.759521756964034,30.685557011938357,43.61638181587299,35.14536082474227,50,618.0,6837.0,4988.0,Labor
481116,Madhya Pradesh,Balaghat,22.5000278,80.7114444,25.075185080619864,19.972763751695204,29.37912362745645,26.674578089701676,29.14364127310129,25.914130434782606,30,155.0,991.0,1735.0,Rural_Hollowing
481117,Madhya Pradesh,Balaghat,21.8114,80.1995,27.536366453437406,22.230089187264756,32.89818155975904,26.30068238582205,32.19670830878394,27.903402061855672,30,242.0,1061.0,3040.0,Rural_Hollowing
481222,Madhya Pradesh,Balaghat,21.5059,80.5481,36.94962656434932,33.097582363975306,40.806861602968766,32.29621282514388,41.132418245805574,36.4312,50,726.0,6266.0,4937.0,Labor
481224,Madhya Pradesh,Balaghat,21.40234,80.43514,33.645094219505985,26.284150923672854,38.538245340983664,26.245012282729267,33.37517782372105,31.003400000000003,50,231.0,2550.0,2000.0,Rural_Hollowing
481226,Madhya Pradesh,Balaghat,21.72303,80.27384,30.56340796391817,31.192881338536004,42.523608001794855,25.92168054900902,42.170670499417064,33.644285714285715,50,343.0,4930.0,4878.0,Rural_Hollowing
481331,Madhya Pradesh,Balaghat,21.7620833,80.0564167,26.421524089686443,29.59007524423532,37.251354762459826,27.656374426560042,41.852212550535064,32.07479591836734,50,521.0,3835.0,7560.0,Labor
481332,Madhya Pradesh,Balaghat,21.78,80.25,28.836077303819238,25.490054327012032,39.3650852765923,26.488023035417438,35.32274681279427,30.45666666666667,30,162.0,1865.0,2387.0,Rural_Hollowing
481335,Madhya Pradesh,Balaghat,21.638729,80.180077,30.497297632132142,29.943037574536508,40.486677589837015,26.81614630334782,39.18597873963171,32.70268041237113,50,377.0,2698.0,2822.0,Rural_Hollowing
481337,Madhya Pradesh,Balaghat,21.52616,79.90131,31.133271140624082,25.30988513482202,37.22384979265672,25.975624527627225,32.52404355957014,29.87112244897959,50,276.0,1645.0,1791.0,Rural_Hollowing
481441,Madhya Pradesh,Balaghat,21.9366111,80.0496389,29.878762131339453,31.307725549627513,43.9363270212081,27.633265112911843,39.95856911577461,33.72814432989691,50,329.0,5981.0,2800.0,Rural_Hollowing
481445,Madhya Pradesh,Balaghat,21.7725,79.8039,32.29136438427882,30.031140621103628,40.69689032866398,27.830063335673326,39.35721477550414,33.397676767676764,50,350.0,4764.0,2522.0,Rural_Hollowing
481449,Madhya Pradesh,Balaghat,21.6463,79.6693,35.78994287499442,33.39685447059794,47.219993676479426,29.033878821301037,42.79084997588117,36.73731958762887,50,377.0,5171.0,2770.0,Rural_Hollowing
481551,Madhya Pradesh,Balaghat,22.1134,80.1357,29.520774976657332,25.31268438238297,36.58993645406638,26.30068238582205,33.04926760136866,29.640515463917527,50,229.0,1898.0,1448.0,Rural_Hollowing
481556,Madhya Pradesh,Balaghat,22.5755,80.2139,28.86834650610161,22.080435935851288,31.563008380368636,26.840047895947798,31.089726590606624,27.852244897959185,30,273.0,589.0,1687.0,Rural_Hollowing
481661,Madhya Pradesh,Mandla,24.388648,85.476229,37.43303063662398,35.8737232036601,42.24491965980262,30.52344365527829,46.26265007812142,37.88127450980392,50,1158.0,8768.0,5989.0,Labor
481662,Madhya Pradesh,Mandla,19.57192013,78.25408313,37.05217169547501,36.57162605361719,43.761076175564575,34.95006278777977,45.36794058370139,39.1,50,806.0,4029.0,2846.0,Labor
481663,Madhya Pradesh,Mandla,21.838825,82.00528799999998,33.661555747131466,26.934480125035353,39.222430644683584,26.147139942303735,33.411177814948125,31.221914893617022,50,254.0,1634.0,1137.0,Rural_Hollowing
481664,Madhya Pradesh,Mandla,23.849325,72.126626,34.98143723401455,28.974834250060216,41.91986467354631,26.609960736337513,35.42976512629289,32.81783505154639,30,297.0,1257.0,1270.0,Rural_Hollowing
481665,Madhya Pradesh,Mandla,23.90537713,79.58877712999998,36.89392147204647,23.923595180988773,35.850834528697455,26.111678949395934,31.538235923256654,30.3771875,50,250.0,1366.0,1532.0,Education
481666,Madhya Pradesh,Mandla,24.49873713,84.33594612999998,35.918811406996156,24.064218193941613,35.457066507124125,26.68991024191294,31.034038010504823,30.194387755102042,30,200.0,799.0,1086.0,Education
481668,Madhya Pradesh,Mandla,21.839934,80.230884,33.57797524113314,29.044642532384866,41.88809411226754,26.33974912483453,35.722309269250204,32.53715789473684,50,254.0,1875.0,1476.0,Rural_Hollowing
481672,Madhya Pradesh,Dindori,21.979479,84.770722,29.1132955637839,33.33739933750914,44.225475358176666,29.39346589097669,42.163487344367425,34.90515463917526,50,403.0,3935.0,3794.0,Rural_Hollowing
481768,Madhya Pradesh,Mandla,22.384751,80.207033,33.220000955215276,27.17880697402537,36.78342229388853,28.567007585171307,33.62682553339663,31.465051546391752,80,304.0,1489.0,1368.0,Rural_Hollowing
481771,Madhya Pradesh,Mandla,22.501793,80.338021,37.830130675377305,29.19480296568796,39.978095286197245,26.76824460596159,37.88636042467499,33.67111111111111,50,408.0,1592.0,2340.0,Rural_Hollowing
481776,Madhya Pradesh,Mandla,22.980679,72.458031,35.66641523459705,25.263590619804287,37.13019434910569,27.879355717072702,32.04502171541482,31.134444444444444,50,236.0,965.0,1020.0,Rural_Hollowing
481778,Madhya Pradesh,Dindori,22.508069,81.232675,30.38800999284578,32.09194924275346,42.96248902301735,26.57267185719735,43.38069930438026,34.25968085106383,50,399.0,4149.0,4605.0,Labor
481879,Madhya Pradesh,Dindori,23.02185,81.005867,29.671487935573207,31.154384446827873,41.094279093807536,26.129222809045054,42.58901572195459,33.37936842105263,50,473.0,7478.0,6792.0,Labor
481880,Madhya Pradesh,Dindori,20.997441,81.863413,28.51135975525821,31.370657050547646,38.05045811765557,30.286596441145107,43.90632747861268,34.03663366336634,50,742.0,6753.0,8433.0,Labor
481882,Madhya Pradesh,Dindori,22.242528,82.089735,34.005655791546005,33.04259832079737,43.46528936384506,27.962496875539635,42.0531766265594,35.33112244897959,50,389.0,6543.0,4933.0,Rural_Hollowing
481883,Madhya Pradesh,Dindori,22.500889,81.345191,70.0,16.02116157451232,28.94804086112676,24.445012282729266,16.776375927012133,31.012500000000003,0,0.0,5.0,0.0,Education
481884,Madhya Pradesh,Dindori,24.784712,85.024645,33.03969545455081,30.22321014791542,42.120316389167975,26.845012282729268,37.15738717601761,33.1135,50,327.0,4523.0,2196.0,Rural_Hollowing
481885,Madhya Pradesh,Dindori,26.141695,84.426561,38.41326005167205,34.613980524846255,43.34778480490433,26.57491380987245,44.572014863818765,36.665544554455444,50,675.0,6491.0,4466.0,Labor
481990,Madhya Pradesh,Dindori,25.069873,81.103057,32.67760807124903,33.895880837728065,42.56673393321225,26.86925470697169,43.86463682664748,35.19050505050505,50,644.0,6110.0,6951.0,Labor
481995,Madhya Pradesh,Mandla,21.878828,78.88921499999998,34.11883569167135,34.71882878929042,44.38089248928913,27.860456059213103,43.76686749336915,36.14357142857143,50,615.0,10120.0,4231.0,Rural_Hollowing
481996,Madhya Pradesh,Mandla,22.089597,76.11891799999998,31.86094658035337,29.222498720750682,38.62552326327277,26.617942123552112,37.56391662233363,32.177979797979795,50,455.0,5031.0,2954.0,Rural_Hollowing
481998,Madhya Pradesh,Mandla,18.904441,77.136626,35.37655772684908,24.655201987747983,34.348749045140615,30.32130094252308,32.98101976917413,31.335670103092784,50,256.0,1852.0,1832.0,Education
482001,Madhya Pradesh,Jabalpur,23.222625,80.218189,30.877367341644728,39.2969997427249,46.03317106527396,34.3528796909361,52.799668682899785,40.087864077669906,50,2187.0,21849.0,20010.0,Labor
482002,Madhya Pradesh,Jabalpur,23.192165,79.832475,28.499961197312942,34.67417949683791,41.833150724897514,36.777182384514084,48.32352067185951,37.76940594059406,50,1478.0,7299.0,8939.0,Labor
482003,Madhya Pradesh,Jabalpur,23.032079,79.815667,34.48260318044321,36.96278432101325,45.167055024782385,34.846010541295264,50.23675670926934,39.823725490196075,70,1653.0,12617.0,9000.0,Labor
482004,Madhya Pradesh,Jabalpur,23.2043056,79.9528611,32.72996536619571,33.72007881047571,42.81223477642612,33.62283861120714,45.028413478136834,37.12336734693878,50,615.0,2753.0,4165.0,Labor
