pincode,state,district,latitude,longitude,total_enrolment,total_demographic,total_biometric,spike_count,ever_influx_risk,ever_ghost_risk,mass_migration_days,max_risk_score,pincode_risk_level
534126,Andhra Pradesh,West Godavari,16.487677,81.864096,14.0,387.0,1073.0,10,1,0,0,50,Medium
534134,Andhra Pradesh,West Godavari,16.656478,81.606247,150.0,4628.0,5186.0,13,1,1,3,50,Medium
534145,Andhra Pradesh,West Godavari,16.887432,81.593812,52.0,757.0,1811.0,8,0,0,0,30,Medium
534146,Andhra Pradesh,West Godavari,16.8471597,81.6319369,67.0,1069.0,2028.0,10,1,0,0,50,Medium
534156,Andhra Pradesh,East Godavari,16.8021274,81.6403002,52.0,677.0,1391.0,8,0,0,0,30,Medium
534165,Andhra Pradesh,West Godavari,16.7716719,81.4773129,22.0,143.0,659.0,9,0,0,0,30,Medium
534166,Andhra Pradesh,West Godavari,16.7918551,81.5499269,69.0,953.0,1866.0,7,1,0,0,50,Medium
534176,Andhra Pradesh,East Godavari,16.9774714,81.4160364,54.0,602.0,1282.0,11,1,0,0,50,Medium
534186,Andhra Pradesh,West Godavari,16.6170253,81.4968814,44.0,955.0,1233.0,8,1,0,1,50,Medium
534195,Andhra Pradesh,West Godavari,16.7428399,81.3764227,38.0,284.0,836.0,7,1,0,0,30,Medium
534196,Andhra Pradesh,Eluru,16.7442492,81.5202575,30.0,323.0,1020.0,8,1,0,0,50,Medium
534197,Andhra Pradesh,Eluru,16.6961211,81.538098,31.0,342.0,863.0,6,1,0,0,50,Medium
534198,Andhra Pradesh,Eluru,16.7043326,81.408825,82.0,1367.0,2256.0,13,1,1,0,50,Medium
534199,Andhra Pradesh,West Godavari,16.610979,81.49581,101.0,2789.0,4298.0,12,1,0,2,50,Medium
534201,Andhra Pradesh,West Godavari,16.54069444,81.52402778,163.0,4624.0,6615.0,8,1,1,2,80,Critical
534202,Andhra Pradesh,West Godavari,16.545316,81.513696,87.0,4078.0,3495.0,7,1,0,3,50,Medium
534204,Andhra Pradesh,West Godavari,16.54689,81.483225,24.0,665.0,960.0,14,0,0,0,30,Medium
534206,Andhra Pradesh,West Godavari,16.56934,81.083485,29.0,662.0,1275.0,8,0,0,0,30,Medium
534207,Andhra Pradesh,West Godavari,16.4421318,81.574975,40.0,678.0,1144.0,11,0,0,0,30,Medium
534208,Andhra Pradesh,West Godavari,16.485133,81.48831,46.0,564.0,1096.0,9,0,0,0,30,Medium
534209,Andhra Pradesh,West Godavari,16.601844,81.588936,20.0,307.0,823.0,7,1,0,0,50,Medium
534210,Andhra Pradesh,West Godavari,16.585882,81.595284,45.0,445.0,1319.0,12,1,1,0,50,Medium
534211,Andhra Pradesh,West Godavari,16.75388889,81.67472222,150.0,2704.0,5177.0,11,1,1,1,80,Critical
534215,Andhra Pradesh,West Godavari,16.66969444,80.77872222,3.0,42.0,70.0,5,0,0,0,30,Medium
534216,Andhra Pradesh,East Godavari,16.812054,81.682062,44.0,890.0,1683.0,10,0,0,0,30,Medium
534217,Andhra Pradesh,West Godavari,16.677765,81.68089,46.0,1346.0,2353.0,9,1,0,0,50,Medium
534218,Andhra Pradesh,East Godavari,16.771066,81.66481,42.0,848.0,1452.0,7,0,0,0,30,Medium
534222,Andhra Pradesh,West Godavari,16.705106,81.669938,58.0,1105.0,1967.0,9,0,0,1,50,Medium
534225,Andhra Pradesh,West Godavari,16.717753,81.711684,39.0,357.0,1022.0,13,0,1,0,30,Medium
534227,Andhra Pradesh,East Godavari,16.6504,80.614652,31.0,418.0,806.0,10,0,0,0,30,Medium
534230,Andhra Pradesh,West Godavari,16.62955556,81.60391667,9.0,236.0,780.0,10,0,0,0,30,Medium
534235,Andhra Pradesh,West Godavari,16.560769,81.370239,121.0,6891.0,6768.0,7,1,1,5,50,Medium
534236,Andhra Pradesh,West Godavari,16.470666,81.382215,31.0,295.0,1165.0,7,0,0,0,30,Medium
534237,Andhra Pradesh,West Godavari,16.546825,81.40798,57.0,1023.0,2365.0,13,0,0,0,30,Medium
534238,Andhra Pradesh,West Godavari,16.605931,81.621318,20.0,191.0,746.0,10,0,0,0,30,Medium
534239,Andhra Pradesh,West Godavari,16.467452,81.509242,76.0,1393.0,2619.0,11,1,0,1,50,Medium
534240,Andhra Pradesh,West Godavari,16.611914,81.661038,31.0,339.0,1052.0,12,1,1,0,50,Medium
534243,Andhra Pradesh,West Godavari,16.515402,81.595626,34.0,484.0,1177.0,6,1,1,0,45,Medium
534244,Andhra Pradesh,West Godavari,16.539136,81.567586,21.0,486.0,1216.0,10,0,0,0,30,Medium
534245,Andhra Pradesh,West Godavari,16.511671,81.639126,47.0,1052.0,2341.0,10,1,0,0,50,Medium
534247,Andhra Pradesh,West Godavari,16.579799,81.623096,38.0,457.0,1329.0,5,1,0,0,30,Medium
534250,Andhra Pradesh,West Godavari,16.500642,81.655561,58.0,469.0,1516.0,8,0,0,0,30,Medium
534260,Andhra Pradesh,West Godavari,16.51883333,81.72697222,208.0,8412.0,9081.0,9,1,0,4,50,Medium
534265,Andhra Pradesh,West Godavari,16.55280556,81.7185,46.0,787.0,1273.0,9,0,0,0,30,Medium
534266,Andhra Pradesh,West Godavari,16.554875,81.850178,74.0,1748.0,2652.0,12,1,0,1,50,Medium
534267,Andhra Pradesh,West Godavari,16.596874,80.624366,55.0,1180.0,1506.0,8,0,0,0,30,Medium
534268,Andhra Pradesh,West Godavari,16.457745,81.771183,45.0,780.0,1628.0,10,1,0,0,30,Medium
534269,Andhra Pradesh,West Godavari,16.60530556,81.83330556,50.0,1091.0,1875.0,12,1,1,1,50,Medium
534275,Andhra Pradesh,West Godavari,16.47263,81.72263,312.0,6709.0,8451.0,11,1,1,3,50,Medium
534280,Andhra Pradesh,West Godavari,16.358799,81.629289,73.0,676.0,1986.0,12,1,1,0,45,Medium
534281,Andhra Pradesh,Krishna,16.443706,81.601451,213.0,2877.0,5297.0,13,1,1,2,50,Medium
534301,Andhra Pradesh,East Godavari,16.8706726,81.6662585,200.0,3885.0,6461.0,9,1,1,2,65,High
534302,Andhra Pradesh,East Godavari,16.9071071,81.7096246,62.0,928.0,2037.0,7,1,0,0,30,Medium
534305,Andhra Pradesh,East Godavari,16.9301785,81.6342944,77.0,1160.0,2125.0,5,0,0,0,30,Medium
534311,Andhra Pradesh,Eluru,17.1327,81.657,35.0,538.0,1770.0,8,1,0,0,50,Medium
534312,Andhra Pradesh,Eluru,17.2949,81.6657,202.0,2728.0,6838.0,9,1,1,1,50,Medium
534313,Andhra Pradesh,East Godavari,17.0129767,81.5278334,103.0,2084.0,3349.0,10,1,1,1,50,Medium
534315,Andhra Pradesh,East Godavari,17.1967199,81.641018,72.0,567.0,2314.0,11,1,0,0,50,Medium
534316,Andhra Pradesh,East Godavari,17.1357392,81.4749774,93.0,1767.0,3423.0,8,1,0,1,50,Medium
534318,Andhra Pradesh,East Godavari,17.1787648,81.4141187,66.0,971.0,3117.0,14,0,0,0,30,Medium
534320,Andhra Pradesh,West Godavari,16.64961,81.724884,94.0,2263.0,3605.0,8,1,0,1,50,Medium
534324,Andhra Pradesh,West Godavari,16.64509,81.778019,35.0,399.0,1054.0,11,0,0,0,30,Medium
534326,Andhra Pradesh,West Godavari,16.652237,81.810822,22.0,488.0,1176.0,14,1,1,0,50,Medium
534327,Andhra Pradesh,West Godavari,16.58744444,81.75383333,23.0,198.0,594.0,6,0,1,0,30,Medium
534328,Andhra Pradesh,East Godavari,16.715606,81.728947,34.0,517.0,1519.0,7,1,1,0,30,Medium
534329,Andhra Pradesh,East Godavari,16.8316126,81.7490048,60.0,1159.0,2437.0,6,1,0,0,50,Medium
534330,Andhra Pradesh,East Godavari,16.707422,81.774673,53.0,698.0,2132.0,10,1,1,0,50,Medium
534331,Andhra Pradesh,West Godavari,16.7681999,81.7344027,25.0,241.0,848.0,10,0,0,0,30,Medium
534338,Andhra Pradesh,West Godavari,16.59613889,81.72430556,34.0,272.0,665.0,8,1,0,0,30,Medium
534340,Andhra Pradesh,West Godavari,17.0798816,81.66319,59.0,1075.0,1790.0,10,1,0,0,50,Medium
534341,Andhra Pradesh,East Godavari,17.1332854,81.6389644,66.0,969.0,1821.0,6,1,0,0,50,Medium
534342,Andhra Pradesh,West Godavari,17.027768,81.683473,124.0,1891.0,3670.0,10,1,0,1,50,Medium
534350,Andhra Pradesh,East Godavari,17.0135749,81.7295855,168.0,3779.0,5527.0,6,1,1,1,50,Medium
534401,Andhra Pradesh,Eluru,16.8353,81.3172,60.0,494.0,1804.0,7,1,0,0,50,Medium
534406,Andhra Pradesh,Eluru,16.8951,81.365,94.0,1398.0,2606.0,9,1,0,0,50,Medium
534411,Andhra Pradesh,Eluru,16.7988959,81.4687729,66.0,925.0,1817.0,9,1,0,0,50,Medium
534416,Andhra Pradesh,West Godavari,16.8171,81.385,47.0,452.0,1018.0,9,1,0,0,50,Medium
534425,Andhra Pradesh,Eluru,16.8122,81.2394,133.0,1432.0,3879.0,10,1,1,0,50,Medium
534426,Andhra Pradesh,West Godavari,16.9293,81.5568,97.0,1428.0,3156.0,7,1,0,1,50,Medium
534427,Andhra Pradesh,Eluru,16.7965,81.2387,62.0,550.0,1448.0,9,1,0,0,50,Medium
534432,Andhra Pradesh,West Godavari,16.7529,81.1653,40.0,382.0,912.0,11,0,0,0,30,Medium
534435,Andhra Pradesh,Eluru,16.8673,81.1251,1.0,39.0,8.0,3,0,0,0,30,Medium
534437,Andhra Pradesh,Eluru,16.8167,81.3667,45.0,453.0,1339.0,10,0,0,0,30,Medium
534442,Andhra Pradesh,West Godavari,16.7405,81.2009,33.0,358.0,980.0,10,0,0,0,30,Medium
534447,Andhra Pradesh,Eluru,17.1150556,81.2971944,276.0,4939.0,7087.0,11,1,1,2,65,High
534448,Andhra Pradesh,Eluru,17.4869,81.3014,94.0,708.0,2209.0,11,1,0,0,50,Medium
534449,Andhra Pradesh,Eluru,16.979,81.1632,61.0,903.0,1902.0,8,0,1,0,30,Medium
534450,Andhra Pradesh,West Godavari,16.7706111,81.11675,76.0,1287.0,2062.0,8,1,0,1,50,Medium
534451,Andhra Pradesh,Eluru,17.0675,81.256,134.0,1635.0,3220.0,7,1,0,0,50,Medium
534452,Andhra Pradesh,Eluru,16.9487,81.0982,83.0,1557.0,2809.0,14,1,0,0,30,Medium
534455,Andhra Pradesh,Eluru,17.1352013,81.1065055,3.0,53.0,43.0,4,0,0,0,30,Medium
534456,Andhra Pradesh,Eluru,17.1159,81.1317,79.0,1036.0,2381.0,9,1,0,0,50,Medium
534460,Andhra Pradesh,Eluru,17.0172,80.9929,182.0,2526.0,4140.0,7,1,1,1,65,High
534461,Andhra Pradesh,Eluru,17.0129,81.1228,87.0,639.0,1276.0,14,1,0,0,30,Medium
534462,Andhra Pradesh,Eluru,16.9237,81.0464,145.0,1509.0,3090.0,14,1,1,0,30,Medium
534467,Andhra Pradesh,Eluru,17.0994,81.0815,61.0,1074.0,1540.0,12,0,0,0,30,Medium
534475,Andhra Pradesh,Eluru,16.8298,81.0699,90.0,846.0,1965.0,9,1,0,0,50,Medium
535001,Andhra Pradesh,Vizianagaram,18.1199722,83.4034722,63.0,1011.0,1912.0,7,1,0,0,30,Medium
535002,Andhra Pradesh,Vizianagaram,18.111801,83.408944,317.0,9827.0,10572.0,10,1,1,3,50,Medium
535003,Andhra Pradesh,Vizianagaram,18.187862,83.367586,211.0,2340.0,6402.0,11,1,0,0,50,Medium
535004,Andhra Pradesh,Vizianagaram,18.084809,83.330174,92.0,1144.0,2199.0,9,0,0,0,30,Medium
535005,Andhra Pradesh,Visakhapatnam,16.365045,80.582925,72.0,972.0,2211.0,10,1,0,0,30,Medium
535006,Andhra Pradesh,Vizianagaram,18.0745278,83.4743333,47.0,731.0,1717.0,9,0,0,0,30,Medium
535101,Andhra Pradesh,Vizianagaram,83.517,18.292,91.0,1939.0,3898.0,9,1,0,1,50,Medium
535102,Andhra Pradesh,Vizianagaram,83.4409,18.3558,56.0,1426.0,2336.0,10,1,0,1,50,Medium
535124,Andhra Pradesh,Vizianagaram,83.4758,18.4573,70.0,775.0,2216.0,8,1,1,0,50,Medium
535125,Andhra Pradesh,Srikakulam,83.6135,18.3299,84.0,1790.0,3445.0,7,0,0,1,50,Medium
535126,Andhra Pradesh,Vizianagaram,83.5211,18.4598,51.0,917.0,2362.0,8,1,0,0,30,Medium
535128,Andhra Pradesh,Srikakulam,83.6018,18.37,175.0,2192.0,5014.0,8,1,1,1,50,Medium
535145,Andhra Pradesh,Alluri Sitharama Raju,18.653963,78.837557,329.0,4445.0,12222.0,9,1,0,2,50,Medium
535148,Andhra Pradesh,Vizianagaram,17.445406,82.440068,20.0,525.0,1196.0,8,0,0,0,30,Medium
535160,Andhra Pradesh,Vizianagaram,17.498671,81.999837,45.0,559.0,1334.0,8,0,0,0,30,Medium
535161,Andhra Pradesh,Vizianagaram,17.722422,81.320687,79.0,1166.0,2779.0,12,1,0,0,50,Medium
535183,Andhra Pradesh,Visakhapatnam,17.95726,83.076403,212.0,2758.0,6914.0,11,1,1,1,50,Medium
535204,Andhra Pradesh,Vizianagaram,18.0854,83.615184,121.0,2373.0,4360.0,7,1,0,1,50,Medium
535213,Andhra Pradesh,Vizianagaram,18.01746,83.562309,73.0,817.0,1685.0,9,0,0,0,30,Medium
535214,Andhra Pradesh,Vizianagaram,18.064305,83.334183,16.0,287.0,880.0,8,0,0,0,30,Medium
535215,Andhra Pradesh,Vizianagaram,13.519313,79.382808,100.0,1034.0,2864.0,7,1,1,0,50,Medium
535216,Andhra Pradesh,Vizianagaram,18.366935,84.144233,147.0,1909.0,3692.0,10,1,0,1,50,Medium
535217,Andhra Pradesh,Vizianagaram,18.164286,83.453464,129.0,1871.0,4171.0,8,1,0,1,50,Medium
535218,Andhra Pradesh,Vizianagaram,18.194922,83.541595,94.0,1459.0,3824.0,8,1,0,0,50,Medium
535220,Andhra Pradesh,Vizianagaram,18.887477,84.543842,39.0,622.0,1484.0,11,1,0,0,50,Medium
535221,Andhra Pradesh,Vizianagaram,18.1719,83.290065,28.0,343.0,1113.0,8,0,0,0,30,Medium
535240,Andhra Pradesh,Vizianagaram,18.018209,83.272666,52.0,986.0,1797.0,9,1,1,1,50,Medium
535250,Andhra Pradesh,Vizianagaram,18.045744,83.270627,91.0,1191.0,2892.0,9,1,1,0,50,Medium
535260,Andhra Pradesh,Vizianagaram,18.252172,83.286722,79.0,915.0,2234.0,12,1,0,0,50,Medium
535270,Andhra Pradesh,Vizianagaram,18.307463,83.30678,131.0,1376.0,4556.0,10,1,0,0,50,Medium
535273,Andhra Pradesh,Visakhapatnam,18.35579,83.228559,85.0,715.0,2569.0,11,1,0,0,50,Medium
535280,Andhra Pradesh,Vizianagaram,18.204569,83.402974,47.0,485.0,1493.0,10,1,0,0,30,Medium
535281,Andhra Pradesh,Vizianagaram,18.044064,83.12013,58.0,735.0,2003.0,9,1,0,0,30,Medium
535463,Andhra Pradesh,Parvathipuram Manyam,83.521,18.6931,74.0,894.0,2157.0,10,1,0,0,30,Medium
535501,Andhra Pradesh,Parvathipuram Manyam,18.7802778,83.4328889,140.0,2509.0,4992.0,12,1,1,1,50,Medium
535502,Andhra Pradesh,Parvathipuram Manyam,83.4849,18.8368,1.0,14.0,17.0,3,0,0,0,30,Medium
535521,Andhra Pradesh,Parvathipuram Manyam,83.5542,18.8661,199.0,2394.0,6663.0,7,1,1,1,50,Medium
535522,Andhra Pradesh,Vizianagaram,83.3415,18.7663,44.0,483.0,2566.0,11,0,0,0,30,Medium
535523,Andhra Pradesh,Parvathipuram Manyam,83.6471,19.1268,109.0,1387.0,4354.0,12,1,1,0,30,Medium
535524,Andhra Pradesh,Parvathipuram Manyam,83.5468,18.8692,104.0,922.0,2812.0,12,1,0,0,50,Medium
535525,Andhra Pradesh,Parvathipuram Manyam,18.1200556,83.3162778,41.0,909.0,2218.0,10,1,0,0,50,Medium
535526,Andhra Pradesh,Parvathipuram Manyam,83.52911,18.83556,100.0,1178.0,3595.0,9,0,0,0,30,Medium
535527,Andhra Pradesh,Parvathipuram Manyam,83.3709,18.7239,53.0,679.0,2299.0,8,1,0,0,30,Medium
535534,Andhra Pradesh,Parvathipuram Manyam,83.7984,18.8471,124.0,1511.0,3688.0,9,1,0,1,50,Medium
535546,Andhra Pradesh,Parvathipuram Manyam,83.4397,18.664,67.0,1095.0,4129.0,6,1,0,0,50,Medium
535547,Andhra Pradesh,Parvathipuram Manyam,83.2637,18.6913,116.0,1557.0,4879.0,6,1,0,1,50,Medium
535557,Andhra Pradesh,Srikakulam,83.5297,18.6149,100.0,1684.0,4374.0,10,1,1,0,50,Medium
535558,Andhra Pradesh,Vizianagaram,18.5744722,83.3570278,208.0,2915.0,7470.0,12,1,1,2,50,Medium
535568,Andhra Pradesh,Vizianagaram,83.4706,18.5439,27.0,562.0,1213.0,7,1,0,0,50,Medium
535573,Andhra Pradesh,Vizianagaram,18.5748889,83.3599444,66.0,476.0,1934.0,7,1,0,0,50,Medium
535578,Andhra Pradesh,Vizianagaram,83.3531,18.4836,118.0,1102.0,3524.0,10,1,1,0,50,Medium
535579,Andhra Pradesh,Vizianagaram,83.3006,18.4263,175.0,3567.0,5622.0,8,1,1,3,50,Medium
535580,Andhra Pradesh,Vizianagaram,17.127466,82.339764,109.0,1101.0,3374.0,9,1,0,0,30,Medium
535581,Andhra Pradesh,Vizianagaram,18.375841,83.237218,38.0,545.0,1026.0,12,0,0,0,30,Medium
535591,Andhra Pradesh,Parvathipuram Manyam,83.176,18.526,198.0,6649.0,10297.0,6,1,1,3,65,High
535592,Andhra Pradesh,Parvathipuram Manyam,83.102,18.4546,91.0,1342.0,2760.0,12,0,0,0,30,Medium
535593,Andhra Pradesh,Parvathipuram Manyam,83.1569,18.6444,98.0,1878.0,3579.0,5,0,0,1,50,Medium
560001,Karnataka,Bangalore,12.9811389,77.5953611,483.0,1256.0,3105.0,9,1,0,0,50,Medium
560002,Karnataka,Bangalore,12.9651111,77.5876111,143.0,757.0,2607.0,12,1,1,0,30,Medium
560003,Karnataka,Bangalore,13.00273,77.571959,158.0,1723.0,4546.0,9,1,0,1,50,Medium
560004,Karnataka,Bangalore,12.9454166,77.5734762,369.0,1301.0,2868.0,8,1,0,0,30,Medium
560005,Karnataka,Bangalore,13.0007222,77.61613889999998,633.0,1775.0,4312.0,4,0,0,0,30,Medium
560006,Karnataka,Bangalore,13.0168333,77.5832778,64.0,567.0,1195.0,8,0,0,0,30,Medium
560007,Karnataka,Bangalore,12.16680556,77.10655556,2.0,21.0,26.0,2,0,0,0,30,Medium
560008,Karnataka,Bangalore,12.968488,77.64257399999998,490.0,1924.0,5036.0,4,1,0,1,50,Medium
560009,Karnataka,Bangalore,12.972862,77.58329899999998,17.0,52.0,190.0,6,0,0,0,30,Medium
560010,Karnataka,Bangalore,12.977667,77.54948799999998,738.0,2074.0,6626.0,10,1,0,0,30,Medium
560011,Karnataka,Bangalore,12.9367048,77.585589,234.0,1357.0,4456.0,9,1,0,0,30,Medium
560012,Karnataka,Bengaluru,13.01383,77.56654,3.0,25.0,40.0,2,0,0,0,30,Medium
560013,Karnataka,Bangalore,13.064257,77.54648799999998,73.0,622.0,1709.0,9,1,0,0,50,Medium
560015,Karnataka,Bangalore,13.046435,77.52269699999998,100.0,680.0,2286.0,9,0,0,0,30,Medium
560016,Karnataka,Bangalore,13.0140833,77.68275,1929.0,7214.0,9459.0,8,1,0,2,80,Critical
560017,Karnataka,Bangalore,12.1666389,77.11394439999998,303.0,1370.0,3901.0,11,1,0,0,50,Medium
560018,Karnataka,Bangalore,12.96481,77.55501499999998,206.0,1273.0,5552.0,7,0,0,0,30,Medium
560020,Karnataka,Bangalore,12.988456,77.574647,64.0,372.0,1776.0,8,0,0,0,30,Medium
560021,Karnataka,Bangalore,13.006429,77.554956,267.0,2186.0,8799.0,9,1,0,1,50,Medium
560022,Karnataka,Bangalore,13.027966,77.54091599999998,180.0,1374.0,5297.0,6,1,0,0,50,Medium
560023,Karnataka,Bangalore,12.975571,77.560338,321.0,4619.0,9671.0,11,1,0,3,50,Medium
560024,Karnataka,Bangalore,13.030435,77.586664,445.0,1308.0,3021.0,6,0,0,0,30,Medium
560025,Karnataka,Bangalore,12.16325,78.01341669999998,56.0,327.0,628.0,9,1,0,0,50,Medium
560026,Karnataka,Bangalore,12.949414,77.5363315,650.0,7325.0,17551.0,12,1,0,2,80,Critical
560027,Karnataka,Bangalore,12.967679,77.5922195,316.0,1289.0,3347.0,7,1,0,0,30,Medium
560029,Karnataka,Bangalore,12.922049,77.610265,864.0,1879.0,5546.0,9,0,0,0,30,Medium
560030,Karnataka,Bangalore,12.9485278,77.6017222,179.0,1504.0,4557.0,8,1,0,0,30,Medium
560032,Karnataka,Bangalore,13.0216453,77.59279979999998,2765.0,9777.0,16320.0,5,1,0,3,70,High
560033,Karnataka,Bangalore,13.0079444,77.1098333,196.0,1327.0,4958.0,9,1,0,0,50,Medium
560034,Karnataka,Bangalore,12.9296881,77.62149839999998,235.0,954.0,1989.0,9,0,0,0,30,Medium
560035,Karnataka,Bangalore,12.9075116,77.69567759999998,1500.0,4128.0,3619.0,8,0,0,1,50,Medium
560036,Karnataka,Bangalore,13.01075,77.68597219999998,2160.0,11089.0,7631.0,8,0,0,5,50,Medium
560037,Karnataka,Bangalore,12.9588611,77.7160278,1863.0,4238.0,8174.0,7,1,0,1,50,Medium
560038,Karnataka,Bangalore,12.9447222,77.57402779999998,321.0,873.0,2413.0,8,0,0,0,30,Medium
560040,Karnataka,Bangalore,12.958313,77.528676,212.0,2157.0,6883.0,6,0,0,1,50,Medium
560041,Karnataka,Bangalore,12.919764,77.59244479999998,257.0,956.0,2918.0,7,0,0,0,30,Medium
560042,Karnataka,Bangalore,12.982047,77.61238,23.0,183.0,400.0,8,0,0,0,30,Medium
560043,Karnataka,Bangalore,13.0137778,77.6523889,2939.0,10433.0,12907.0,8,1,1,2,100,Critical
560045,Karnataka,Bangalore,13.0325833,77.62080559999998,3192.0,12357.0,22739.0,7,1,0,4,70,High
560047,Karnataka,Bangalore,12.9447222,77.57402779999998,1033.0,4509.0,10126.0,7,0,0,2,50,Medium
560048,Karnataka,Bangalore,12.992214,77.7159,1048.0,2432.0,3643.0,7,1,0,1,50,Medium
560049,Karnataka,Bangalore,13.082574,77.73846,2081.0,9435.0,6521.0,4,1,1,4,50,Medium
560050,Karnataka,Bangalore,12.9375901,77.5646641,151.0,1808.0,3809.0,7,1,1,1,50,Medium
560051,Karnataka,Bangalore,12.1553889,78.0118056,135.0,1103.0,3398.0,9,1,0,0,30,Medium
560053,Karnataka,Bangalore,12.9688913,77.5730899,148.0,902.0,3330.0,11,0,0,0,30,Medium
560054,Karnataka,Bangalore,13.029819,77.56373399999998,140.0,1427.0,3646.0,11,1,1,0,30,Medium
560055,Karnataka,Bangalore,13.009049,77.56286699999998,35.0,436.0,546.0,13,0,0,0,30,Medium
560056,Karnataka,Bangalore,12.959638,77.4996067,254.0,2493.0,6712.0,9,0,0,1,50,Medium
560057,Karnataka,Bangalore,13.046494,77.512775,192.0,1957.0,4979.0,6,1,0,1,50,Medium
560058,Karnataka,Bangalore,13.010654,77.523283,916.0,5055.0,10180.0,6,1,1,2,70,High
560059,Karnataka,Bangalore,12.9249093,77.4992098,97.0,578.0,918.0,6,1,0,0,50,Medium
560060,Karnataka,Bangalore,12.9155752,77.4815823,729.0,7821.0,11253.0,5,1,0,2,50,Medium
560061,Karnataka,Bangalore,12.9089031,77.5491803,1394.0,5328.0,7595.0,5,1,1,2,50,Medium
560062,Karnataka,Bangalore,12.887145,77.55787069999998,1024.0,5583.0,7951.0,7,1,0,2,50,Medium
560063,Karnataka,Bangalore,13.128,77.6076944,34.0,542.0,562.0,7,0,0,0,30,Medium
560064,Karnataka,Bangalore,13.148968,77.55334399999998,3234.0,18591.0,16191.0,7,1,0,4,70,High
560065,Karnataka,Bangalore,13.0685556,77.5688056,45.0,387.0,771.0,10,0,0,0,30,Medium
560066,Karnataka,Bangalore,12.987244,77.732161,2071.0,9916.0,6154.0,6,1,1,4,50,Medium
560067,Karnataka,Bangalore,12.9794,77.7915,2207.0,8125.0,6660.0,5,1,1,3,50,Medium
560068,Karnataka,Bangalore,12.9069859,77.63084329999998,4028.0,13559.0,17668.0,7,1,1,3,80,Critical
560070,Karnataka,Bangalore,12.9186053,77.55757599999998,301.0,1936.0,6685.0,7,1,0,0,50,Medium
560071,Karnataka,Bangalore,12.1669167,77.1099722,39.0,466.0,722.0,8,0,1,0,30,Medium
560072,Karnataka,Bangalore,12.955172,77.51564299999998,303.0,3909.0,8610.0,10,0,0,2,50,Medium
560073,Karnataka,Bangalore,13.443093,77.62927,403.0,6792.0,8244.0,8,1,0,2,50,Medium
560074,Karnataka,Bengaluru,12.8797516,77.4465741,33.0,531.0,380.0,9,0,0,0,30,Medium
560075,Karnataka,Bangalore,12.9710833,77.656,458.0,1622.0,4216.0,7,1,0,1,50,Medium
560076,Karnataka,Bangalore,12.9104513,77.6101259,2143.0,9949.0,10747.0,7,1,0,3,50,Medium
560077,Karnataka,Bangalore,13.06362,77.64893399999998,2066.0,6553.0,7807.0,7,1,0,2,80,Critical
560078,Karnataka,Bangalore,12.9139919,77.59766969999998,2170.0,10999.0,13466.0,6,1,0,3,50,Medium
560079,Karnataka,Bangalore,12.987462,77.528282,389.0,6710.0,16407.0,7,1,0,4,50,Medium
560080,Karnataka,Bengaluru,13.009323,77.576741,9.0,62.0,78.0,7,0,0,0,30,Medium
560081,Karnataka,Bengaluru,12.801736,77.70425,2.0,59.0,10.0,4,0,0,0,30,Medium
560082,Karnataka,Bangalore,12.8232977,77.51406489999998,212.0,1829.0,2410.0,10,1,0,0,50,Medium
560083,Karnataka,Bangalore,12.8206081,77.6089779,638.0,6300.0,7091.0,7,1,0,2,50,Medium
560084,Karnataka,Bangalore,13.0104722,77.62469439999998,807.0,2364.0,7233.0,7,0,0,1,50,Medium
560085,Karnataka,Bangalore,12.9319519,77.54189049999998,728.0,6566.0,9153.0,10,1,1,3,65,High
560086,Karnataka,Bangalore,13.002878,77.546369,183.0,1279.0,5579.0,10,1,0,0,30,Medium
560087,Karnataka,Bangalore,12.977,77.568,1544.0,4183.0,3305.0,6,1,1,2,70,High
560088,Karnataka,Bangalore,13.133999,77.478801,35.0,288.0,380.0,11,0,0,0,30,Medium
560089,Karnataka,Bangalore,13.133524,77.491132,69.0,820.0,1117.0,13,0,0,0,30,Medium
560090,Karnataka,Bangalore,13.086295,77.497311,209.0,2361.0,4104.0,9,1,1,0,50,Medium
560091,Karnataka,Bangalore,12.999661,77.451037,2232.0,13400.0,20137.0,6,1,0,3,70,High
560092,Karnataka,Bangalore,13.0520556,77.5990833,544.0,2531.0,3861.0,8,0,0,1,50,Medium
560093,Karnataka,Bangalore,12.9861389,77.65216669999998,553.0,1948.0,2703.0,5,0,0,1,50,Medium
560094,Karnataka,Bangalore,12.0352778,77.5710833,350.0,2366.0,5112.0,5,1,0,1,50,Medium
560095,Karnataka,Bangalore,12.9384536,77.6191488,49.0,317.0,1066.0,8,0,0,0,30,Medium
560096,Karnataka,Bangalore,13.011426,77.535877,194.0,2294.0,5872.0,9,1,0,1,50,Medium
560097,Karnataka,Bangalore,13.079368,77.559539,1282.0,5596.0,8683.0,5,1,0,2,70,High
560098,Karnataka,Bangalore,12.920649,77.510796,382.0,3008.0,4331.0,8,1,0,1,50,Medium
560099,Karnataka,Bangalore,12.8192992,77.6881245,1188.0,6306.0,6262.0,7,0,1,2,50,Medium
560100,Karnataka,Bangalore,12.8400702,77.66354479999998,2214.0,14460.0,9178.0,7,1,1,5,70,High
560102,Karnataka,Bangalore,12.9141099,77.6371518,806.0,2542.0,4175.0,9,0,0,1,50,Medium
